index,id,beer-name,style,ounces,abv,ibu,brewery_id,brewery-name,city,state,isDirty,errRule,errCol,pk
167,106,Ellie’s Brown Ale,American Brown Ale,12.0 ounce,0.055,17.0,37,Avery Brewing Company,Boulder,CO,True,;Incorrect_Format,;ounces,166
168,1620,Pumpkin Beast,Pumpkin Ale,12.0 oz. Alumi-Tek,0.062,17.0,360,Aviator Brewing Company,Fuquay-Varina,NC,True,;Incorrect_Format,;ounces,167
169,1579,OktoberBeast,Märzen / Oktoberfest,12.0 oz.,0.072,22.0,360,Aviator Brewing Company,Fuquay-Varina,NC,True,;Incorrect_Format,;ounces,168
170,1228,Mad Beach,American Pale Wheat Ale,12.0 ounce,0.048%,23.0,360,Aviator Brewing Company,Fuquay-Varina,NC,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,169
171,705,Hog Wild India Pale Ale,American IPA,12.0 oz.,0.067,,360,Aviator Brewing Company,Fuquay-Varina,NC,True,;Incorrect_Format,;ounces,170
172,704,Devils Tramping Ground Tripel,Tripel,12.0 oz.,0.092,5.0,360,Aviator Brewing Company,Fuquay-Varina,NC,True,;Incorrect_Format,;ounces,171
173,702,Hot Rod Red,American Amber / Red Ale,12.0 ounce,0.061,41.0,360,Aviator Brewing Company,Fuquay-Varina,NC,True,;Incorrect_Format,;ounces,172
174,2058,Palate Mallet,American Double / Imperial IPA,12.0 ounce,0.086,,235,Back East Brewing Company,Bloomfield,CT,True,;Incorrect_Format,;ounces,173
175,1483,Back East Porter,American Porter,12.0 oz.,0.06,,235,Back East Brewing Company,Bloomfield,CT,True,;Incorrect_Format,;ounces,174
176,1426,Back East Golden Ale,American Blonde Ale,12.0 OZ.,0.049%,,235,Back East Brewing Company,Bloomfield,CT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,175
177,1132,Misty Mountain IPA,American IPA,12.0 oz.,0.07,,235,Back East Brewing Company,Bloomfield,CT,True,;Incorrect_Format,;ounces,176
178,1131,Back East Ale,American Amber / Red Ale,12.0 ounce,0.05,,235,Back East Brewing Company,Bloomfield,CT,True,;Incorrect_Format,;ounces,177
179,1876,Truck Stop Honey Brown Ale,English Brown Ale,12.0 ounce,0.06%,,286,Back Forty Beer Company,Gadsden,AL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,178
180,1875,Naked Pig Pale Ale,American Pale Ale (APA),12.0 oz,0.06%,43.0,286,Back Forty Beer Company,Gadsden,AL,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,179
181,966,Topcutter India Pale Ale,American IPA,12.0 ounce,0.068,70.0,483,Bale Breaker Brewing Company,Yakima,WA,True,;Incorrect_Format,;ounces,180
182,965,Field 41 Pale Ale,American Pale Ale (APA),12.0 ounce,0.044000000000000004%,38.0,483,Bale Breaker Brewing Company,Yakima,WA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,181
183,2593,Grapefruit Sculpin,American IPA,12.0 ounce,0.07%,,34,Ballast Point Brewing Company,San Diego,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,182
184,2105,Even Keel,American IPA,12.0 ounce,0.038%,40.0,34,Ballast Point Brewing Company,San Diego CA,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,183
185,1401,Ballast Point Pale Ale,Kölsch,12.0 OZ.,0.052000000000000005%,23.0,34,Ballast Point Brewing Company,San Diego,CA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,184
186,1400,Big Eye India Pale Ale,American IPA,12.0 OZ.,0.07,75.0,34,Ballast Point Brewing Company,San Diego,CA,True,;Incorrect_Format,;ounces,185
187,1019,Longfin Lager,Munich Helles Lager,12.0 oz,0.046,,34,Ballast Point Brewing Company,San Diego,CA,True,;Incorrect_Format,;ounces,186
188,1018,Sculpin IPA,American IPA,12.0 oz.,0.07,70.0,34,Ballast Point Brewing Company,San Diego,CA,True,;Incorrect_Format,;ounces,187
189,1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),12.0 oz. Alumi-Tek,0.045,,318,Banner Beer Company,Williamsburg,MA,True,;Incorrect_Format,;ounces,188
190,1644,Banner American Rye,Rye Beer,12.0 oz,0.045%,20.0,318,Banner Beer Company,Williamsburg,MA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,189
191,1643,Banner American Ale,American Amber / Red Ale,12.0 ounce,0.035,45.0,318,Banner Beer Company,Williamsburg,MA,True,;Incorrect_Format,;ounces,190
192,2618,Thai.p.a,American IPA,16.0 oz,0.07,46.0,20,Bare Hands Brewery,Granger,IN,True,;Incorrect_Format,;ounces,191
193,2005,Barrio Blanco,American IPA,12.0 oz.,0.06,60.0,251,Barrio Brewing Company,Tucson,AZ,True,;Incorrect_Format,;ounces,192
194,1343,Barrio Tucson Blonde,American Blonde Ale,12.0 oz,0.045,,251,Barrio Brewing Company,Tucson,AZ,True,;Incorrect_Format,;ounces,193
195,2404,Hop in the ‘Pool Helles,American Pilsner,12.0 oz. Alumi-Tek,0.049%,22.0,116,Base Camp Brewing Co.,Portland,OR,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,194
196,2323,Ultra Gnar Gnar IPA,American IPA,12.0 oz.,0.067,60.0,116,Base Camp Brewing Co.,Portland,OR,True,;Incorrect_Format,;ounces,195
197,2189,In-Tents India Pale Lager,American Pale Lager,12.0 ounce,0.068,62.0,116,Base Camp Brewing Co.,Portland,OR,True,;Incorrect_Format,;ounces,196
198,2188,Lost Meridian Wit,Witbier,12.0 oz.,0.05,20.0,116,Base Camp Brewing Co.,Portland,OR,True,;Incorrect_Format,;ounces,197
199,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12.0 oz,0.051,45.0,116,Base Camp Brewing Co.,Portland,OR,True,;Incorrect_Format,;ounces,198
200,1966,Wagon Party,California Common / Steam Beer,12.0 ounce,0.054,55.0,258,Bauhaus Brew Labs,Minneapolis,MN,True,;Incorrect_Format,;ounces,199
201,1965,Sky-Five,American IPA,12.0 oz.,0.067%,70.0,258,Bauhaus Brew Labs,Minneapolis,MN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,200
202,1964,Stargrazer,Schwarzbier,12.0 oz.,0.05,28.0,258,Bauhaus Brew Labs,Minneapolis,MN,True,;Incorrect_Format,;ounces,201
203,1963,Wonderstuff,German Pilsener,12.0 oz.,0.054,48.0,258,Bauhaus Brew Labs,Minneapolis,MN,True,;Incorrect_Format,;ounces,202
204,1855,Tarnation California-Style Lager,California Common / Steam Beer,12.0 oz,0.053,,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format,;ounces,203
205,1778,On the Count of 3 (2015),Hefeweizen,16.0 oz,0.07%,42.0,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,204
206,1209,Summer Swelter,American Pale Wheat Ale,12.0 oz,0.047,,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format,;ounces,205
207,954,Phantom Punch Winter Stout,Foreign / Export Stout,12.0 oz.,0.068,,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format,;ounces,206
208,910,Hayride Autumn Ale,Rye Beer,12.0 ounce,0.066,,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format,;ounces,207
209,707,Celsius Summer Ale (2012),American Pale Wheat Ale,12.0 oz.,0.047,,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format,;ounces,208
210,533,Amber Road,American Amber / Red Ale,12.0 oz.,0.055,35.0,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format,;ounces,209
211,183,Pamola Xtra Pale Ale,American Pale Ale (APA),12.0 OZ.,0.049%,28.0,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,210
212,182,Stowaway IPA,American IPA,12.0 oz,0.069,69.0,292,Baxter Brewing Company,Lewiston,ME,True,;Incorrect_Format,;ounces,211
213,1806,Hoptopus Double IPA,American Double / Imperial IPA,16.0 ounce,0.088,108.0,306,Beach Brewing Company,Virginia Beach,VA,True,;Incorrect_Format,;ounces,212
214,2435,Watermelon Ale,Fruit / Vegetable Beer,12.0 OZ.,0.05,10.0,103,Beer Works Brewery,Lowell,MA,True,;Incorrect_Format,;ounces,213
215,2423,Fenway American Pale Ale,American Pale Ale (APA),12.0 oz. Alumi-Tek,0.057999999999999996%,45.0,103,Beer Works Brewery,Lowell,MA,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,214
216,2420,Back Bay IPA,American IPA,12.0 oz.,0.068%,85.0,103,Beer Works Brewery,Lowell,MA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,215
217,2419,Bunker Hill Blueberry Ale,Other,12.0 ounce,0.048,16.0,103,Beer Works Brewery,Lowell,MA,True,;Incorrect_Format,;ounces,216
218,2494,Oberon,American Pale Wheat Ale,12.0 oz,0.057999999999999996%,,76,Bell's Brewery,Kalamazoo,MI,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,217
219,2325,Smitten,Rye Beer,16.0 oz.,0.06%,,76,Bell's Brewery,Kalamazoo,MI,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,218
220,2022,Winter White,Witbier,16.0 oz.,0.05,,76,Bell's Brewery,Kalamazoo,MI,True,;Incorrect_Format,;ounces,219
221,1989,Oberon,American Pale Wheat Ale,16.0 oz.,0.058,,76,Bell's Brewery,Kalamazoo,MI,True,;Incorrect_Format,;ounces,220
222,1988,Two Hearted,American IPA,16.0 OZ.,0.07,,76,Bell's Brewery,Kalamazoo,MI,True,;Incorrect_Format,;ounces,221
223,1955,Best Brown,American Brown Ale,16.0 oz.,0.058,,76,Bell's Brewery,Kalamazoo,MI,True,;Incorrect_Format,;ounces,222
224,2558,Moar,English India Pale Ale (IPA),12.0 oz.,0.044,44.0,53,Bent Brewstillery,Roseville,MN,True,;Incorrect_Format,;ounces,223
225,2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16.0 ounce,0.083,,53,Bent Brewstillery,Roseville,MN,True,;Incorrect_Format,;ounces,224
226,2556,Nordic Blonde,American Blonde Ale,12.0 oz.,0.057%,27.0,53,Bent Brewstillery,Roseville,MN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,225
227,2496,Cold Press,American Black Ale,12.0 OZ.,0.06,,75,Bent Paddle Brewing Company,Duluth,MN,True,;Incorrect_Format,;ounces,226
228,2410,Harness the Winter,American IPA,12.0 oz.,0.072,87.0,75,Bent Paddle Brewing Company,Duluth,MN,True,;Incorrect_Format,;ounces,227
229,1902,14° ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.056,32.0,75,Bent Paddle Brewing Company,Duluth,MN,True,;Incorrect_Format,;ounces,228
230,1901,Bent Hop Golden IPA,American IPA,12.0 oz.,0.062,68.0,75,Bent Paddle Brewing Company,Duluth,MN,True,;Incorrect_Format,;ounces,229
231,1261,Bent Paddle Black Ale,American Black Ale,12.0 oz.,0.06%,34.0,75,Bent Paddle Brewing Company,Duluth MN,,True,;Incorrect_Format;Incorrect_Format;embeddedValue;explicitMissingValue,;ounces;abv;city;state,230
232,1253,Venture Pils,German Pilsener,12.0 oz.,0.05,38.0,75,Bent Paddle Brewing Company,Duluth,MN,True,;Incorrect_Format,;ounces,231
233,1900,Lost Sailor IPA,English India Pale Ale (IPA),12.0 ounce,0.055,40.0,278,Berkshire Brewing Company,South Deerfield,MA,True,;Incorrect_Format,;ounces,232
234,1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),12.0 oz,0.053,20.0,278,Berkshire Brewing Company,South Deerfield,MA,True,;Incorrect_Format,;ounces,233
235,1158,La Frontera Premium IPA,American IPA,12.0 oz.,0.078%,,463,Big Bend Brewing Company,Alpine,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,234
236,1157,Tejas Lager,Czech Pilsener,12.0 oz.,0.047%,,463,Big Bend Brewing Company,Alpine,TX,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,235
237,1156,Number 22 Porter,American Porter,12.0 oz,0.064,,463,Big Bend Brewing Company,Alpine,TX,True,;Incorrect_Format,;ounces,236
238,1155,Big Bend Hefeweizen,Hefeweizen,12.0 oz,0.055999999999999994%,,463,Big Bend Brewing Company,Alpine,TX,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,237
239,1154,Terlingua Gold,American Blonde Ale,12.0 OZ.,0.06,,463,Big Bend Brewing Company,Alpine,TX,True,;Incorrect_Format,;ounces,238
240,2104,Aprè Shred,American Strong Ale,16.0 oz. Alumi-Tek,0.081,17.0,220,Big Choice Brewing,Broomfield,CO,True,;Incorrect_Format,;ounces,239
241,1762,Hemlock Double IPA,American Double / Imperial IPA,12.0 ounce,0.095%,104.0,220,Big Choice Brewing,Broomfield,CO,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,240
242,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16.0 oz.,0.041,,220,Big Choice Brewing,Broomfield,CO,True,;Incorrect_Format,;ounces,241
243,1067,Disconnected Red,American Amber / Red Ale,16.0 oz,0.067,85.0,220,Big Choice Brewing,Broomfield,CO,True,;Incorrect_Format,;ounces,242
244,1003,Big Elm IPA,American IPA,12.0 ounce,0.07%,,477,Big Elm Brewing,Sheffield,MA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,243
245,1002,Gerry Dog Stout,American Stout,12.0 OZ.,0.065,,477,Big Elm Brewing,Sheffield,MA,True,;Incorrect_Format,;ounces,244
246,1001,413 Farmhouse Ale,Saison / Farmhouse Ale,12.0 ounce,0.06,,477,Big Elm Brewing,Sheffield,MA,True,;Incorrect_Format,;ounces,245
247,2639,Dark Star,American Stout,16.0 oz.,0.08,54.0,8,Big Lake Brewing,Holland,MI,True,;Incorrect_Format,;ounces,246
248,2469,Ryecoe,American IPA,16.0 ounce,0.062,,8,Big Lake Brewing,Holland,MI,True,;Incorrect_Format,;ounces,247
249,2586,Blueberry Blonde,Fruit / Vegetable Beer,12.0 oz.,0.06,,40,Big Muddy Brewing,Murphysboro,IL,True,;Incorrect_Format,;ounces,248
250,2585,Galaxy IPA,American IPA,16.0 oz.,0.075,60.0,40,Big Muddy Brewing,Murphysboro,IL,True,;Incorrect_Format,;ounces,249
251,643,Big River Pilsner,Czech Pilsener,12.0 oz.,0.05,32.0,519,Big River Brewing Company,Chattanooga,TN,True,;Incorrect_Format,;ounces,250
252,632,House Brand IPA,American IPA,12.0 oz.,0.06,55.0,519,Big River Brewing Company,Chattanooga,TN,True,;Incorrect_Format,;ounces,251
253,1714,Big Sky IPA,American IPA,12.0 ounce,0.062,65.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,252
254,1713,Scape Goat Pale Ale,English Pale Ale,12.0 oz,0.05%,40.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,253
255,1712,Montana Trout Slayer Ale,American Pale Wheat Ale,12.0 oz,0.05,35.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,254
256,1711,Moose Drool Brown Ale,American Brown Ale,12.0 oz.,0.051,26.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,255
257,1456,Powder Hound Winter Ale,English Strong Ale,12.0 oz.,0.072,60.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,256
258,767,Moose Drool Brown Ale (2011),American Brown Ale,12.0 oz.,0.051,26.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,257
259,766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12.0 oz,0.05,35.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,258
260,579,Big Sky IPA (2012),American IPA,12.0 OZ.,0.062,65.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,259
261,168,Summer Honey,American Blonde Ale,12.0 ounce,0.047,,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,260
262,159,Scape Goat Pale Ale (2010),English Pale Ale,12.0 oz,0.05,40.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,261
263,35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12.0 oz,0.05,35.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format,;ounces,262
264,34,Moose Drool Brown Ale (2009),American Brown Ale,12.0 oz.,0.051%,26.0,336,Big Sky Brewing Company,Missoula,MT,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,263
265,2096,Arcus IPA,American IPA,12.0 oz.,0.069,81.0,221,Big Storm Brewing Company,Odessa,FL,True,;Incorrect_Format,;ounces,264
266,2095,Wavemaker,American Amber / Red Ale,12.0 ounce,0.057999999999999996%,38.0,221,Big Storm Brewing Company,Odessa,FL,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,265
267,1257,Jack Pine Savage,American Pale Ale (APA),16.0 oz,0.053,43.0,444,Big Wood Brewery,Vadnais Heights,MN,True,;Incorrect_Format,;ounces,266
268,1256,Forest Fire Imperial Smoked Rye,Rye Beer,16.0 ounce,0.099%,85.0,444,Big Wood Brewery,Vadnais Heights,MN,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,267
269,1255,Bad Axe Imperial IPA,American Double / Imperial IPA,16.0 OZ.,0.098,76.0,444,Big Wood Brewery,Vadnais Heights,MN,True,;Incorrect_Format,;ounces,268
270,986,Morning Wood,Oatmeal Stout,16.0 oz.,0.055,35.0,444,Big Wood Brewery,Vadnais Heights,MN,True,;Incorrect_Format,;ounces,269
271,985,Bark Bite IPA,American IPA,16.0 oz.,0.066,50.0,444,Big Wood Brewery,Vadnais Heights,MN,True,;Incorrect_Format,;ounces,270
272,2508,Jalapeno Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,45.0,70,Birdsong Brewing Company,Charlotte,NC,True,;Incorrect_Format,;ounces,271
273,1441,Blown Out Brown,American Brown Ale,12.0 oz,0.052,,407,Bitter Root Brewing,Hamilton,MT,True,;Incorrect_Format,;ounces,272
274,1413,Single Hop Ale,American Pale Ale (APA),12.0 oz,0.063,,407,Bitter Root Brewing,Hamilton,MT,True,;Incorrect_Format,;ounces,273
275,1411,Sawtooth Ale,American Blonde Ale,12.0 oz.,0.054,,407,Bitter Root Brewing,Hamilton,MT,True,;Incorrect_Format,;ounces,274
276,2620,Saucy Intruder,Rye Beer,16.0 oz,0.072,75.0,18,Black Acre Brewing Co.,Indianapolis,IN,True,;Incorrect_Format,;ounces,275
277,2412,Deception,American Blonde Ale,12.0 oz,0.045%,16.0,112,Black Market Brewing Company,Temecula,CA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,276
278,1898,Blackmarket Rye IPA,American IPA,12.0 ounce,0.075,35.0,112,Black Market Brewing Company,Temecula,CA,True,;Incorrect_Format,;ounces,277
279,1897,Black Market Hefeweizen,Hefeweizen,12.0 ounce,0.05,8.0,112,Black Market Brewing Company,Temecula,CA,True,;Incorrect_Format,;ounces,278
280,1896,Aftermath Pale Ale,American Pale Ale (APA),12.0 ounce,0.058,44.0,112,Black Market Brewing Company,Temecula,CA,True,;Incorrect_Format,;ounces,279
281,1850,American India Red Ale,American Strong Ale,12.0 oz,0.071,83.0,294,Black Shirt Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,280
282,1849,American Red Porter,American Porter,12.0 ounce,0.071,45.0,294,Black Shirt Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,281
283,1848,American Red Saison,Saison / Farmhouse Ale,12.0 oz.,0.078,34.0,294,Black Shirt Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,282
284,1847,Colorado Red Ale,American Amber / Red Ale,12.0 oz,0.066,44.0,294,Black Shirt Brewing Company,Denver,CO,True,;Incorrect_Format,;ounces,283
285,2485,Saddle Bronc Brown Ale,American Brown Ale,12.0 oz,0.048%,16.0,79,Black Tooth Brewing Company,Sheridan,WY,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,284
286,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,12.0 oz,0.046,20.0,79,Black Tooth Brewing Company,Sheridan,WY,True,;Incorrect_Format,;ounces,285
287,2449,Flying Sailor,Rye Beer,12.0 ounce,0.073%,,95,Blackrocks Brewery,Marquette,MA,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,286
288,2634,Nordskye,American IPA,12.0 oz. Alumi-Tek,0.048,47.0,12,Blackrocks Brewery,Marquette,MI,True,;Incorrect_Format,;ounces,287
289,2153,North Third Stout,Foreign / Export Stout,12.0 OZ.,0.06,30.0,12,Blackrocks Brewery,Marquette,MI,True,;Incorrect_Format,;ounces,288
290,1953,Honey Lav,American Pale Wheat Ale,12.0 ounce,0.052,,12,Blackrocks Brewery,Marquette,MI,True,;Incorrect_Format,;ounces,289
291,1496,Coconut Brown Ale,American Brown Ale,12.0 ounce,0.068,,12,Blackrocks Brewery,Marquette,MI,True,;Incorrect_Format,;ounces,290
292,1481,51K IPA,American IPA,12.0 oz,0.07,51.0,12,Blackrocks Brewery,Marquette,MI,True,;Incorrect_Format,;ounces,291
293,1480,Grand Rabbits,Cream Ale,12.0 ounce,0.055,,12,Blackrocks Brewery,Marquette,MI,True,;Incorrect_Format,;ounces,292
294,1564,1800 Big Log Wheat (2012),American Pale Wheat Ale,12.0 ounce,0.05%,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,293
295,1541,Double Play Pilsner,American Pilsner,12.0 oz. Alumi-Tek,,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,294
296,1321,Brewerhood Brown Ale,American Brown Ale,12.0 oz.,0.055%,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,295
297,1320,Last Call Imperial Amber Ale,American Amber / Red Ale,12.0 oz.,0.08,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format,;ounces,296
298,1319,Pernicious Double IPA,American Double / Imperial IPA,12.0 oz.,0.096,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format,;ounces,297
299,1303,6-4-3 Double Play Pilsner,German Pilsener,12.0 oz,0.052,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format,;ounces,298
300,1025,N Street Drive-In 50th Anniversary IPA,American Double / Imperial IPA,12.0 ounce,,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format;Incorrect_Format,;ounces;abv,299
301,1012,467 Ethan's Stout,American Stout,12.0 ounce,0.05,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format,;ounces,300
302,942,1335 Wicked Snout,Saison / Farmhouse Ale,12.0 ounce,0.064,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format,;ounces,301
303,937,543 Skull Creek Fresh Hopped Pale Ale,American Pale Ale (APA),12.0 oz.,0.045,,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format,;ounces,302
304,888,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 oz.,0.056,37.0,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format,;ounces,303
305,886,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.055999999999999994%,37.0,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,304
306,612,1327 Pod's ESB,Extra Special / Strong Bitter (ESB),12.0 ounce,0.055999999999999994%,37.0,380,Blue Blood Brewing Company,Lincoln,NE,True,;Incorrect_Format;Incorrect_Format;spellingMistake,;ounces;abv;abv,305
